id,MEAS_REF,MEAS_REN,MEAS_NEW,MEAS_NO,REF_Thermische_Sanierung,REF_Heizungstausch
992,1,0,0,0,1,0
993,0,0,0,1,0,0
994,0,0,0,1,0,0
995,0,0,0,1,0,0
996,0,0,0,1,0,0
997,0,0,1,0,0,0
998,0,0,1,0,0,0
999,0,0,1,0,0,0
1000,0,0,1,0,0,0
1001,0,1,1,0,0,0
1002,0,1,0,0,0,0
1003,1,1,0,0,1,1
1004,1,1,0,0,1,1
1005,1,1,0,0,1,1
1006,1,0,0,0,1,1
1007,1,1,0,0,1,1
1008,1,1,0,0,1,1
1009,1,1,0,0,0,1
1010,1,1,0,0,0,1
1011,1,1,0,0,1,0
1012,0,0,0,1,0,0
1013,0,0,0,1,0,0
1014,0,0,0,1,0,0
1015,0,0,0,1,0,0
1016,0,0,1,0,0,0
1017,0,1,0,0,0,0
1018,0,1,0,0,0,0
1019,1,1,0,0,1,1
1020,1,0,0,0,0,1
1021,1,1,0,0,0,1
1022,1,0,0,0,1,0
1023,1,1,0,0,1,0
1024,1,1,0,0,1,1
1025,1,1,0,0,1,1
1026,1,1,0,0,1,1
1027,1,1,0,0,1,1
1028,1,1,0,0,1,1
1029,1,1,0,0,1,1
1030,1,1,0,0,1,0
1031,1,0,0,0,1,0
1032,0,0,0,1,0,0
1033,0,0,0,1,0,0
1034,0,0,0,1,0,0
1035,0,0,1,0,0,0
1036,0,0,1,0,0,0
1037,1,0,0,0,0,0
1038,0,1,0,0,0,0
1039,0,0,1,0,0,0
1040,1,1,0,0,1,1
1041,1,0,0,0,1,1
1042,1,1,0,0,1,1
1043,1,1,0,0,0,1
1044,1,1,0,0,1,1
1045,1,1,0,0,1,1
1046,1,0,0,0,1,1
1047,0,0,1,0,0,0
1048,1,1,0,0,0,0
1049,1,1,0,0,1,1
1050,1,1,0,0,1,1
1051,1,1,0,0,1,1
1052,1,0,0,0,1,1
1053,1,0,0,0,0,1
1054,0,0,1,0,0,0
1055,1,0,0,0,0,0
1056,0,1,0,0,0,0
1057,0,0,1,0,0,0
1058,1,0,0,0,0,1
1059,1,1,0,0,1,1
1060,1,1,0,0,1,0
1061,0,0,0,1,0,0
1062,0,0,1,0,0,0
1063,1,1,1,0,1,1
1064,1,0,1,0,1,1
1065,1,1,0,0,0,1
1066,0,0,1,0,0,0
1067,1,0,0,0,0,0
1068,1,0,1,0,0,0
1069,0,0,0,1,0,0
1070,1,1,0,0,1,0
1071,1,1,0,0,0,1
1072,0,0,1,0,0,0
1073,1,1,0,0,0,1
1074,1,0,0,0,0,1
1075,1,1,0,0,0,1
1076,1,1,0,0,0,1
1077,1,0,0,0,1,0
1078,1,1,0,0,1,1
1079,1,1,0,0,1,1
1080,1,1,0,0,1,1
1081,1,1,0,0,1,1
1082,1,1,0,0,1,1
1083,1,0,0,0,0,1
1084,0,0,0,1,0,0
1085,0,0,1,0,0,0
1086,0,0,1,0,0,0
1087,1,1,0,0,0,0
1088,1,1,0,0,1,1
1089,0,0,0,1,0,0
1090,1,1,0,0,1,0
1091,0,0,1,0,0,0
1092,1,1,0,0,1,1
1093,0,0,1,0,0,0
1094,1,0,0,0,0,1
1095,1,0,0,0,0,0
1096,1,1,0,0,1,1
1097,1,0,0,0,1,1
1098,1,1,0,0,1,1
1099,1,0,0,0,0,1
1100,1,1,0,0,1,0
1101,0,0,0,1,0,0
1102,1,1,0,0,1,0
1103,1,0,0,0,0,0
1104,1,1,0,0,1,1
1105,1,0,0,0,1,0
1106,1,0,0,0,1,1
1107,1,0,0,0,1,1
1108,1,1,0,0,1,1
1109,0,0,0,1,0,0
1110,1,1,0,0,1,1
1111,1,1,0,0,1,1
1112,1,1,0,0,1,1
1113,1,0,0,0,0,1
1114,1,1,0,0,1,0
1115,1,0,0,0,0,0
1116,1,1,0,0,1,1
1117,1,1,0,0,1,1
1118,1,1,0,0,1,1
1119,1,1,0,0,0,1
1120,1,1,0,0,0,1
1121,0,0,0,1,0,0
1122,0,1,0,0,0,0
1123,0,0,0,1,0,0
1124,1,1,1,0,1,1
1125,0,0,0,1,0,0
1126,0,1,0,0,0,0
1127,1,1,0,0,1,1
1128,1,1,0,0,1,1
1129,1,0,0,0,1,1
1130,1,0,0,0,1,1
1131,1,1,0,0,1,1
1132,1,0,0,0,0,0
1133,1,1,0,0,1,1
1134,1,1,0,0,1,1
1135,0,0,1,0,0,0
1136,1,1,0,0,0,0
1137,1,1,1,0,1,1
1138,1,0,0,0,0,1
1139,1,1,0,0,1,0
1140,1,0,0,0,0,0
1141,1,1,0,0,0,1
1142,0,0,1,0,0,0
1143,1,0,0,0,0,1
1144,1,0,0,0,1,1
1145,0,0,1,0,0,0
1146,1,1,1,0,1,1
1147,0,0,1,0,0,0
1148,0,1,0,0,0,0
1149,1,0,0,0,1,1
1150,1,1,0,0,1,1
1151,1,1,0,0,1,1
1152,1,0,0,0,1,1
1153,1,0,0,0,1,1
1154,1,1,0,0,1,1
1155,1,1,0,0,1,1
1156,1,0,0,0,1,1
1157,1,1,0,0,1,1
1158,1,1,0,0,1,1
1159,1,1,0,0,1,1
1160,1,1,0,0,1,1
1161,1,0,0,0,1,1
1162,1,1,0,0,1,1
1163,1,1,0,0,1,1
1164,1,1,0,0,1,1
1165,1,0,0,0,1,1
1166,1,1,0,0,1,1
1167,1,0,0,0,1,1
1168,1,0,0,0,1,1
1169,1,0,0,0,1,1
1170,1,0,0,0,1,1
1171,1,1,0,0,1,1
1172,1,1,1,0,1,1
1173,1,0,1,0,1,1
1174,1,1,0,0,0,1
1175,1,0,0,0,0,1
1176,1,0,0,0,0,1
1177,1,1,0,0,0,1
1178,1,1,0,0,0,1
1179,1,1,0,0,0,1
1180,1,0,0,0,0,1
1181,1,1,0,0,0,1
1182,1,0,0,0,0,1
1183,1,1,0,0,1,0
1184,1,1,0,0,1,0
1185,1,1,0,0,1,0
1186,1,1,0,0,1,0
1187,0,0,0,1,0,0
1188,0,0,0,1,0,0
1189,0,0,0,1,0,0
1190,0,0,0,1,0,0
1191,0,0,0,1,0,0
1192,0,0,0,1,0,0
1193,0,0,0,1,0,0
1194,0,0,0,1,0,0
1195,0,0,1,0,0,0
1196,1,0,0,0,0,0
1197,1,1,0,0,0,0
1198,1,1,0,0,0,0
1199,1,0,0,0,0,0
1200,1,0,0,0,0,0
1201,1,0,1,0,0,0
1202,0,1,0,0,0,0
1203,0,1,0,0,0,0
1204,0,1,0,0,0,0
1205,0,1,0,0,0,0
1206,0,1,0,0,0,0
1207,0,1,0,0,0,0
1208,0,1,0,0,0,0
1209,0,0,0,1,0,0
1210,1,0,0,0,1,1
1211,1,1,0,0,1,0
1212,0,0,0,1,0,0
1213,0,0,1,0,0,0
1214,1,1,0,0,1,1
1215,0,1,0,0,0,0
1216,0,0,0,1,0,0
1217,1,0,0,0,1,1
1218,1,1,0,0,1,1
1219,1,0,0,0,1,1
1220,1,0,0,0,0,1
1221,1,0,0,0,0,0
1222,0,0,1,0,0,0
1223,1,1,0,0,1,1
1224,1,1,0,0,1,1
1225,1,1,0,0,1,1
1226,1,0,0,0,1,1
1227,1,1,0,0,1,1
1228,1,1,1,0,1,1
1229,1,0,0,0,0,1
1230,1,1,0,0,0,1
1231,1,1,0,0,1,0
1232,0,0,0,1,0,0
1233,1,0,0,0,0,0
1234,1,0,0,0,1,1
1235,1,0,0,0,0,1
1236,0,0,0,1,0,0
1237,0,0,1,0,0,0
1238,1,0,0,0,1,1
1239,1,1,0,0,1,1
1240,1,1,0,0,1,1
1241,1,1,0,0,1,1
1242,1,1,0,0,1,1
1243,1,1,0,0,1,1
1244,1,1,0,0,1,1
1245,1,1,0,0,1,1
1246,1,1,0,0,1,1
1247,1,1,0,0,1,1
1248,1,1,0,0,1,1
1249,1,0,1,0,1,1
1250,1,0,0,0,0,1
1251,1,0,0,0,0,1
1252,1,0,0,0,0,1
1253,1,0,0,0,0,1
1254,1,0,0,0,0,1
1255,1,0,0,0,0,1
1256,1,1,0,0,0,1
1257,1,1,0,0,1,0
1258,1,1,0,0,1,0
1259,1,1,0,0,1,0
1260,1,1,0,0,1,0
1261,1,1,0,0,1,0
1262,1,1,0,0,1,0
1263,1,1,0,0,1,0
1264,1,0,0,0,1,0
1265,1,1,0,0,1,0
1266,1,1,0,0,1,0
1267,1,0,0,0,1,0
1268,0,0,0,1,0,0
1269,0,0,1,0,0,0
1270,0,0,1,0,0,0
1271,0,0,1,0,0,0
1272,0,0,1,0,0,0
1273,1,1,0,0,0,0
1274,0,1,0,0,0,0
1275,1,0,1,0,1,1
1276,1,1,0,0,1,1
1277,1,0,0,0,0,1
1278,0,0,0,1,0,0
1279,0,0,1,0,0,0
1280,0,0,1,0,0,0
1281,1,1,0,0,0,0
1282,1,1,0,0,1,1
1283,1,0,0,0,1,1
1284,0,1,0,0,0,0
1285,1,1,1,0,1,1
1286,1,0,0,0,1,1
1287,1,1,0,0,1,1
1288,1,0,0,0,1,1
1289,1,1,0,0,1,1
1290,1,0,0,0,0,1
1291,1,1,0,0,0,1
1292,1,0,0,0,1,0
1293,1,1,0,0,1,0
1294,0,0,0,1,0,0
1295,0,0,1,0,0,0
1296,1,0,0,0,0,0
1297,0,1,0,0,0,0
1298,1,1,0,0,0,0
1299,1,1,0,0,1,1
1300,1,0,0,0,0,1
1301,0,0,1,0,0,0
1302,1,1,0,0,1,1
1303,1,1,0,0,1,0
1304,1,1,0,0,0,0
1305,0,1,0,0,0,0
1306,1,1,0,0,1,1
1307,0,1,0,0,0,0
1308,1,1,0,0,1,1
1309,1,1,0,0,0,0
1310,1,1,0,0,0,1
1311,1,1,0,0,1,1
1312,1,0,0,0,1,1
1313,1,0,0,0,1,1
1314,1,0,0,0,1,1
1315,1,1,0,0,1,1
1316,1,1,0,0,1,1
1317,1,0,0,0,1,1
1318,1,1,0,0,1,1
1319,1,1,0,0,1,1
1320,1,1,0,0,1,1
1321,1,0,0,0,1,1
1322,1,1,0,0,1,1
1323,1,1,0,0,1,1
1324,1,1,0,0,1,1
1325,1,1,1,0,1,1
1326,1,1,1,0,1,1
1327,1,0,1,0,1,1
1328,1,1,1,0,1,1
1329,1,1,0,0,0,1
1330,1,0,0,0,0,1
1331,1,0,0,0,0,1
1332,0,0,0,1,0,0
1333,0,0,0,1,0,0
1334,0,0,0,1,0,0
1335,1,0,0,0,0,0
1336,0,1,0,0,0,0
1337,1,1,0,0,1,1
1338,1,1,0,0,1,1
1339,0,0,1,0,0,0
1340,0,0,0,1,0,0
1341,1,1,0,0,1,1
1342,1,1,0,0,1,1
1343,1,0,0,0,1,1
1344,1,1,0,0,1,1
1345,1,1,0,0,1,1
1346,1,0,0,0,1,1
1347,1,1,1,0,1,1
1348,1,1,1,0,1,1
1349,1,0,0,0,0,1
1350,1,1,1,0,1,0
1351,1,1,0,0,1,0
1352,1,1,1,0,1,0
1353,1,1,1,0,1,0
1354,0,0,0,1,0,0
1355,0,0,1,0,0,0
1356,1,1,0,0,0,0
1357,1,0,0,0,0,0
1358,0,0,0,1,0,0
1359,0,1,0,0,0,0
1360,1,1,1,0,1,1
1361,1,1,0,0,1,1
1362,1,1,0,0,1,1
1363,1,1,0,0,1,1
1364,1,0,0,0,1,1
1365,1,0,0,0,1,1
1366,1,1,0,0,1,1
1367,1,0,0,0,1,0
1368,1,1,0,0,1,0
1369,0,1,0,0,0,0
1370,1,1,1,0,1,1
1371,1,0,0,0,1,1
1372,1,1,0,0,1,1
1373,1,0,0,0,1,1
1374,1,1,0,0,0,1
1375,0,1,0,0,0,0
1376,1,0,0,0,1,1
1377,1,1,0,0,1,1
1378,1,1,1,0,1,1
1379,1,1,1,0,1,1
1380,1,1,1,0,1,1
1381,1,1,0,0,1,1
1382,1,0,0,0,1,1
1383,1,0,0,0,1,1
1384,1,1,0,0,1,1
1385,1,0,0,0,1,1
1386,1,1,0,0,1,1
1387,1,0,0,0,1,1
1388,1,0,0,0,1,1
1389,1,1,0,0,0,1
1390,1,0,0,0,0,1
1391,1,0,0,0,0,1
1392,1,1,0,0,0,1
1393,1,1,1,0,0,1
1394,1,1,0,0,1,0
1395,1,0,0,0,1,0
1396,1,1,0,0,1,0
1397,0,0,0,1,0,0
1398,0,0,0,1,0,0
1399,0,0,0,1,0,0
1400,0,0,1,0,0,0
1401,0,0,1,0,0,0
1402,0,0,1,0,0,0
1403,1,1,0,0,0,0
1404,0,1,0,0,0,0
1405,0,1,0,0,0,0
1406,1,1,0,0,1,1
1407,1,1,0,0,1,1
1408,1,1,0,0,1,1
1409,1,1,0,0,1,1
1410,1,0,0,0,1,1
1411,1,0,0,0,0,1
1412,1,1,0,0,0,1
1413,0,1,0,0,0,0
1414,1,1,0,0,1,1
1415,0,0,0,1,0,0
1416,0,0,1,0,0,0
1417,1,1,0,0,1,1
1418,1,0,1,0,1,1
1419,1,0,0,0,1,1
1420,1,1,0,0,1,1
1421,1,1,0,0,1,1
1422,1,1,0,0,1,1
1423,1,1,0,0,1,1
1424,1,1,0,0,1,1
1425,1,0,0,0,1,1
1426,1,1,0,0,1,1
1427,1,1,0,0,1,1
1428,1,1,1,0,1,1
1429,1,0,0,0,0,1
1430,1,0,0,0,0,1
1431,1,1,0,0,1,0
1432,1,0,0,0,0,0
1433,0,1,0,0,0,0
1434,0,0,1,0,0,0
1435,1,1,0,0,0,1
1436,1,1,0,0,0,0
1437,0,1,0,0,0,0
1438,1,0,0,0,1,1
1439,1,0,0,0,1,1
1440,1,1,0,0,1,1
1441,1,1,0,0,1,1
1442,1,0,0,0,0,1
1443,1,0,0,0,0,1
1444,1,0,0,0,0,1
1445,1,1,0,0,1,0
1446,1,0,0,0,0,0
1447,0,1,0,0,0,0
1448,0,1,0,0,0,0
1449,1,0,0,0,0,1
1450,1,1,1,0,0,1
1451,0,0,0,1,0,0
1452,0,0,0,1,0,0
1453,1,0,0,0,0,0
1454,1,0,1,0,0,0
1455,1,1,0,0,1,1
1456,1,0,0,0,1,1
1457,1,1,1,0,1,1
1458,1,1,0,0,0,1
1459,1,1,0,0,0,0
1460,1,0,0,0,1,1
1461,0,1,0,0,0,0
1462,1,1,0,0,1,1
1463,1,1,0,0,1,0
1464,1,1,1,0,1,1
1465,1,1,0,0,1,1
1466,1,1,0,0,1,0
1467,0,0,0,1,0,0
1468,1,1,0,0,0,0
1469,0,0,0,1,0,0
1470,1,1,1,0,0,1
1471,1,0,0,0,1,1
1472,1,1,0,0,1,0
1473,1,1,0,0,1,0
1474,1,0,0,0,1,1
1475,1,1,1,0,1,1
1476,0,1,1,0,0,0
1477,1,1,0,0,0,1
1478,0,0,0,1,0,0
1479,1,1,0,0,1,1
1480,1,1,0,0,1,1
1481,1,1,0,0,0,1
1482,1,1,1,0,1,0
1483,0,0,0,1,0,0
1484,0,1,0,0,0,0
1485,0,0,0,1,0,0
1486,1,1,0,0,1,0
1487,1,1,0,0,1,1
1488,1,0,0,0,1,1
1489,1,0,0,0,1,1
1490,1,1,0,0,1,1
1491,1,0,0,0,0,1
1492,1,1,1,0,1,0
1493,1,1,0,0,0,0
1494,1,1,0,0,0,1
1495,1,0,0,0,0,1
1496,1,1,0,0,1,1
1497,1,1,0,0,1,1
1498,1,0,0,0,0,1
1499,0,0,0,1,0,0
1500,0,0,1,0,0,0
1501,0,1,0,0,0,0
1502,1,1,0,0,1,0
1503,1,1,0,0,1,1
1504,1,1,0,0,1,1
1505,1,1,0,0,1,1
1506,1,1,1,0,1,1
1507,1,1,1,0,1,1
1508,1,1,1,0,1,1
1509,1,0,1,0,1,1
1510,1,1,0,0,1,1
1511,1,1,0,0,1,1
1512,1,0,0,0,1,1
1513,1,1,0,0,1,1
1514,1,1,0,0,1,1
1515,1,0,0,0,1,1
1516,1,1,0,0,1,1
1517,1,1,0,0,1,1
1518,1,1,0,0,1,1
1519,1,1,0,0,1,1
1520,1,0,0,0,1,1
1521,1,1,0,0,1,1
1522,1,0,0,0,1,1
1523,1,1,1,0,1,1
1524,1,1,1,0,1,1
1525,1,1,1,0,1,1
1526,1,1,0,0,0,1
1527,1,0,0,0,0,1
1528,1,1,0,0,0,1
1529,1,0,0,0,0,1
1530,1,0,0,0,0,1
1531,1,1,0,0,0,1
1532,1,1,0,0,0,1
1533,1,0,0,0,0,1
1534,1,0,0,0,0,1
1535,1,1,0,0,0,1
1536,1,1,1,0,0,1
1537,1,1,0,0,1,0
1538,1,1,0,0,1,0
1539,1,1,0,0,1,0
1540,1,1,0,0,1,0
1541,1,0,0,0,1,0
1542,1,0,0,0,1,0
1543,1,1,0,0,1,0
1544,1,1,0,0,1,0
1545,1,0,0,0,1,0
1546,1,1,0,0,1,0
1547,1,0,0,0,1,0
1548,1,1,0,0,1,0
1549,1,0,0,0,1,0
1550,1,1,1,0,1,0
1551,0,0,0,1,0,0
1552,0,0,0,1,0,0
1553,0,0,0,1,0,0
1554,0,0,0,1,0,0
1555,0,0,0,1,0,0
1556,1,1,0,0,0,0
1557,1,1,0,0,0,0
1558,0,1,1,0,0,0
1559,0,1,0,0,0,0
1560,0,1,0,0,0,0
1561,0,1,0,0,0,0
1562,0,1,0,0,0,0
1563,0,1,0,0,0,0
1564,0,1,0,0,0,0
1565,1,1,0,0,0,0
1566,1,0,1,0,1,1
1567,1,0,0,0,1,0
1568,0,0,0,1,0,0
1569,1,0,0,0,1,1
1570,0,1,0,0,0,0
1571,1,0,0,0,1,1
1572,1,1,0,0,1,1
1573,0,0,0,1,0,0
1574,1,1,0,0,0,0
1575,1,1,0,0,1,1
1576,1,1,1,0,1,1
1577,1,0,0,0,0,1
1578,1,1,0,0,0,1
1579,1,1,0,0,1,0
1580,1,1,0,0,1,0
1581,0,0,0,1,0,0
1582,0,0,0,1,0,0
1583,0,0,1,0,0,0
1584,1,0,0,0,0,0
1585,1,1,0,0,0,1
1586,0,0,1,0,0,0
1587,1,0,0,0,1,1
1588,1,1,0,0,1,1
1589,1,1,0,0,1,1
1590,1,1,1,0,1,1
1591,1,1,0,0,1,1
1592,1,1,0,0,1,0
1593,1,0,0,0,0,0
1594,1,1,0,0,1,0
1595,1,1,0,0,1,1
1596,1,1,0,0,0,1
1597,1,1,0,0,0,0
1598,1,0,0,0,1,1
1599,1,0,0,0,1,0
1600,1,0,0,0,1,1
1601,1,1,0,0,1,1
1602,0,1,0,0,0,0
1603,1,0,0,0,0,1
1604,0,1,0,0,0,0
1605,1,1,0,0,1,1
1606,1,1,1,0,0,1
1607,1,1,0,0,0,0
1608,1,1,0,0,0,1
1609,1,1,0,0,1,1
1610,1,1,0,0,1,0
1611,1,1,0,0,1,1
1612,1,1,0,0,1,0
1613,1,0,0,0,1,0
1614,1,1,0,0,1,0
1615,1,1,1,0,1,1
1616,1,1,0,0,0,1
1617,1,0,0,0,1,1
1618,1,1,0,0,1,1
1619,1,1,0,0,1,1
1620,0,0,0,1,0,0
1621,0,0,0,1,0,0
1622,1,0,0,0,0,0
1623,1,1,0,0,0,0
1624,0,1,0,0,0,0
1625,1,1,1,0,1,0
1626,1,0,0,0,0,1
1627,0,0,0,1,0,0
1628,0,0,0,1,0,0
1629,1,0,0,0,1,1
1630,1,0,0,0,1,0
1631,1,1,0,0,1,1
1632,1,1,0,0,1,1
1633,1,1,0,0,1,1
1634,1,0,0,0,1,1
1635,1,1,1,0,1,1
1636,0,1,0,0,0,0
1637,0,1,0,0,0,0
1638,1,1,0,0,1,1
1639,1,0,0,0,1,0
1640,0,0,0,1,0,0
1641,1,1,0,0,1,1
1642,1,0,0,0,0,1
1643,1,1,0,0,1,1
1644,1,1,1,0,1,1
1645,1,0,0,0,1,1
1646,1,1,0,0,0,1
1647,1,1,0,0,0,1
1648,1,1,0,0,1,0
1649,1,1,1,0,1,0
1650,0,0,0,1,0,0
1651,0,0,0,1,0,0
